question_id,dimension,subdimension,question_text,target_year_level
hs_078,hard_skills,data_structures_algorithms,How often do you engage in API security implementation?,3
ss_580,soft_skills,creativity_thinking,How effectively can you perform creativity thinking?,1
hs_060,hard_skills,web_development,How effectively can you perform implement real-time systems?,3
tw_069,teamwork,cross_functional_work,How comfortable are you with giving peer feedback?,1
tw_177,teamwork,meeting_facilitation,How well do you perform in collaborative planning?,1
sa_141,hard_skills,devops_deployment,How confident are you in automating deployment processes?,3
ss_270,soft_skills,stress_management,How experienced are you with stress management?,3
sa_166,creativity,artistic_creativity,How well do you perform when creating visually compelling technical solutions?,3
sa_126,creativity,ux_design,How well do you perform when designing interfaces that surprise and delight users?,2
tw_072,teamwork,cross_functional_work,How well do you perform in collaborative planning?,2
hs_178,hard_skills,machine_learning,How often do you engage in performance profiling?,2
ss_176,soft_skills,emotional_intelligence,How skilled are you in emotional intelligence?,2
hs_138,hard_skills,cloud_computing,How often do you engage in API security implementation?,2
sa_044,teamwork,communication_documentation,How often do you engage in documenting your work?,2
hs_231,hard_skills,containerization,How confident are you in implementing CI/CD pipelines?,2
sa_070,creativity,creative_thinking,How often do you engage in imaginative problem exploration?,2
tw_209,teamwork,delegation,How comfortable are you with team decision-making?,3
ss_615,soft_skills,analytical_thinking,How skilled are you in analytical thinking?,1
sa_002,creativity,innovation_problem_solving,How well do you perform innovation problem solving?,2
hs_204,hard_skills,blockchain,How comfortable are you with machine learning algorithms?,2
tw_128,teamwork,peer_feedback,How often do you engage in team building activities?,1
sa_045,creativity,algorithm_design,How comfortable are you with designing algorithms for emerging technologies?,2
sa_170,creativity,artistic_creativity,How confident are you in using creative tools for technical communication?,1
sa_035,creativity,ux_design,How often do you engage in balancing aesthetics with usability?,2
hs_097,hard_skills,software_testing,How well do you perform in code testing and debugging?,1
tw_012,teamwork,communication_documentation,How well do you perform in collaborative planning?,1
ss_171,soft_skills,emotional_intelligence,How confident are you in emotional intelligence?,1
tw_138,teamwork,knowledge_sharing,How often do you engage in peer mentoring?,2
ss_123,soft_skills,leadership,How confident are you in leadership?,1
sa_056,creativity,algorithm_design,How effectively can you perform create algorithms that solve previously unsolved problems?,1
ss_544,soft_skills,empathy,How comfortable are you with empathy?,1
tw_095,teamwork,conflict_mediation,How effectively can you perform resolve team conflicts?,1
sa_104,soft_skills,adaptability_learning,How effectively can you perform adaptability and learning?,2
hs_184,hard_skills,artificial_intelligence,How comfortable are you with containerization technologies?,1
sa_101,soft_skills,adaptability_learning,How well do you perform adaptability and learning?,2
sa_014,creativity,algorithm_design,How effectively can you perform designing algorithms?,2
ss_194,soft_skills,problem_solving,How experienced are you with problem solving?,3
tw_169,teamwork,meeting_facilitation,How comfortable are you with remote team coordination?,1
ss_594,soft_skills,creativity_thinking,How competent are you at creativity thinking?,1
ss_166,soft_skills,emotional_intelligence,How competent are you at emotional intelligence?,1
sa_131,creativity,ux_design,How well do you perform when balancing usability with creative expression?,1
hs_139,hard_skills,cloud_computing,How comfortable are you with containerization technologies?,3
tw_241,teamwork,group_problem_solving,How confident are you in facilitating team meetings?,2
hs_134,hard_skills,api_development,How comfortable are you with blockchain technology?,1
tw_033,teamwork,project_coordination,How often do you engage in peer mentoring?,2
hs_201,hard_skills,blockchain,How confident are you in implementing CI/CD pipelines?,3
tw_129,teamwork,peer_feedback,How comfortable are you with giving peer feedback?,1
hs_132,hard_skills,api_development,How well do you perform in web framework implementation?,1
sa_110,soft_skills,presentation_communication,How well do you perform presentation and communication?,2
sa_075,teamwork,agile_participation,How often do you engage in agile participation?,3
tw_140,teamwork,knowledge_sharing,How effectively can you perform resolve team conflicts?,2
hs_255,hard_skills,monitoring_logging,How effectively can you perform implement real-time systems?,1
sa_154,creativity,ux_design,How effectively can you perform create emotionally engaging user experiences?,3
sa_136,hard_skills,devops_deployment,How confident are you in DevOps and deployment?,1
hs_058,hard_skills,web_development,How often do you engage in performance profiling?,2
tw_075,teamwork,cross_functional_work,How effectively can you perform build team consensus?,3
hs_270,hard_skills,performance_optimization,How effectively can you perform implement real-time systems?,2
tw_064,teamwork,cross_functional_work,How comfortable are you with remote team coordination?,3
sa_023,creativity,innovation_problem_solving,How often do you engage in brainstorming sessions for problem-solving?,2
tw_171,teamwork,meeting_facilitation,How confident are you in leading project discussions?,1
tw_011,teamwork,communication_documentation,How confident are you in managing team deadlines?,2
hs_020,hard_skills,database_management,How effectively can you perform optimize database performance?,1
sa_1068,soft_skills,communication,I am confident in my ability to my body language consistently matches the verbal message i am communicating.,3
sa_022,creativity,system_architecture,How comfortable are you with system architecture design?,1
ss_443,soft_skills,networking,How competent are you at networking?,3
tw_121,teamwork,peer_feedback,How confident are you in facilitating team meetings?,1
sa_125,creativity,ux_design,How confident are you in creating innovative user experience designs?,1
ss_412,soft_skills,conflict_resolution,How skilled are you in conflict resolution?,2
sa_156,creativity,artistic_creativity,How well do you perform when creating visually compelling technical solutions?,2
ss_080,soft_skills,adaptability_learning,How would you rate your adaptability and learning abilities?,1
hs_148,hard_skills,cloud_computing,How often do you engage in performance profiling?,3
ss_613,soft_skills,analytical_thinking,How capable are you of analytical thinking?,2
tw_100,teamwork,conflict_mediation,How effectively can you perform coordinate multiple stakeholders?,1
ss_352,soft_skills,communication_skills,How comfortable are you with communication skills?,3
hs_179,hard_skills,machine_learning,How comfortable are you with blockchain technology?,2
sa_115,soft_skills,presentation_communication,How well do you perform adjusting style based on feedback?,1
hs_229,hard_skills,containerization,How comfortable are you with containerization technologies?,3
sa_095,creativity,system_architecture,How well do you perform when creating architectures for emerging use cases?,2
hs_247,hard_skills,monitoring_logging,How well do you perform in code testing and debugging?,1
sa_064,creativity,creative_thinking,How well do you perform when thinking outside conventional paradigms?,2
ss_465,soft_skills,public_speaking,How confident are you in public speaking?,3
sa_052,creativity,algorithm_design,How confident are you in designing efficient algorithms for novel problems?,3
tw_104,teamwork,conflict_mediation,How comfortable are you with team decision-making?,2
sa_084,soft_skills,time_management,How often do you engage in time management?,3
sa_179,creativity,artistic_creativity,How effectively can you perform create technical solutions that are also beautiful?,1
tw_237,teamwork,collaborative_planning,How well do you perform in collaborative planning?,1
sa_086,creativity,creative_thinking,How comfortable are you with abstract thinking and conceptualization?,3
tw_045,teamwork,project_coordination,How effectively can you perform build team consensus?,1
sa_021,creativity,system_architecture,How often do you engage in system architecture design?,3
hs_093,hard_skills,software_testing,How often do you engage in API security implementation?,2
sa_036,creativity,algorithm_design,How effectively can you perform create algorithms that solve previously unsolved problems?,2
sa_071,creativity,creative_thinking,How comfortable are you with uncertainty and open-ended challenges?,3
ss_548,soft_skills,empathy,How confident are you in empathy?,1
sa_147,hard_skills,testing_qa,How often do you engage in testing and QA?,3
ss_310,soft_skills,self_motivation,How confident are you in self motivation?,1
sa_067,creativity,creative_thinking,How effectively can you perform connect seemingly unrelated concepts?,2
